property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
villa,حطين,634.0179761947757,2,13251456.96,20241657.91,6990200.95,714411.46,4.31
villa,حطين,940.4166686158351,3,20557048.79,46330567.6,25773518.8,1635196.5,6.36
villa,القيروان,1264.7971516328157,3,21990760.29,54522559.41,32531799.12,1924325.63,7.0
administrative_building,الملقا,1991.4441482322432,9,31797322.34,85090425.57,53293103.23,5470098.79,13.76
hotel,الملقا,5060.313142455171,11,124073450.07,611488240.13,487414790.06,45861618.01,29.57
administrative_building,القيروان,1632.0821595036261,11,23790406.96,75413620.34,51623213.38,4848018.45,16.3
administrative_building,النرجس,4398.399260515901,9,63527443.8,176188878.38,112661434.58,11326427.9,14.26
residential_compound,الياسمين,6152.238279089932,7,61418681.35,88136965.59,26718284.24,4745836.61,6.18
administrative_building,الملقا,2317.6036843552897,5,31091038.31,52303679.95,21212641.64,3362379.43,8.65
administrative_building,النرجس,5909.365936741554,8,81473316.36,208792671.96,127319355.6,13422386.05,13.18
hotel,العارض,4147.368106990192,9,72738626.1,342406710.91,269668084.81,25680503.32,28.24
administrative_building,النرجس,6193.874276731151,6,77569928.62,160312950.97,82743022.35,10305832.56,10.63
residential_compound,الياسمين,7296.264704151243,4,64992757.57,62715772.89,-2276984.68,3377003.16,4.16
tower,الملقا,6014.1718771793985,12,129950155.95,574146677.11,444196521.17,30621156.11,18.85
residential_compound,الملقا,7485.959509465775,6,75818640.34,94592584.36,18773944.02,5093446.85,5.37
residential_compound,النرجس,7041.123146857249,5,61820429.35,69914128.17,8093698.83,3764606.9,4.87
hotel,القيروان,9448.570846350485,12,207893372.93,1117954902.54,910061529.61,83846617.69,32.27
administrative_building,الياسمين,4985.133986053485,8,72540022.57,183182736.42,110642713.85,11776033.06,12.99
hotel,الياسمين,6289.933597775929,10,130274229.46,637648308.41,507374078.95,47823623.13,29.37
hotel,النرجس,4027.094075393832,8,79703211.4,330543881.71,250840670.3,24790791.13,24.88
residential_compound,الياسمين,12536.277240273012,6,119770286.77,153128119.23,33357832.46,8245360.27,5.51
hotel,الملقا,8907.322402000482,11,218055886.28,1076360839.06,858304952.78,80727062.93,29.62
villa,الياسمين,1334.9502209517914,2,23559323.27,39778312.7,16218989.43,1403940.45,4.77
residential_compound,حطين,8585.727931164212,5,90737514.92,95720563.56,4983048.63,5154184.19,4.54
tower,حطين,7270.223083921116,18,204688741.99,1117660482.47,912971740.48,59608559.07,23.3
residential_compound,العارض,13876.694829122793,7,109520821.36,178232268.39,68711447.03,9597122.14,7.01
villa,الملقا,1741.3933829239238,3,35375385.69,82216841.14,46841455.45,2901770.86,6.56
villa,الملقا,1590.0695852127883,2,30448252.79,48649371.51,18201118.72,1717036.64,4.51
tower,القيروان,7844.784104793519,11,140263664.71,603435502.31,463171837.6,32183226.79,18.36
hotel,العارض,4785.062301097157,10,88877951.32,440991341.67,352113390.34,33074350.63,29.77
hotel,القيروان,3335.8964525362117,13,77192297.89,428729412.08,351537114.19,32154705.91,33.32
tower,الملقا,4255.22667172312,19,119181462.21,653084211.03,533902748.82,34831157.92,23.38
tower,النرجس,2029.817577897058,15,46755213.5,229876840.7,183121627.2,12260098.17,20.98
tower,النرجس,3466.563307138389,10,63758112.4,257392325.56,193634213.16,13727590.7,17.22
residential_compound,الياسمين,12746.488085551611,4,113205433.6,109563712.99,-3641720.62,5899584.55,4.17
tower,العارض,7873.769338153951,17,173928822.94,887718281.82,713789458.88,47344975.03,21.78
hotel,العارض,8475.80992967876,8,139283766.65,618395092.47,479111325.82,46379631.94,26.64
tower,النرجس,3668.956473537056,18,94164320.73,501362902.11,407198581.38,26739354.78,22.72
hotel,النرجس,4548.727906423966,11,104297458.1,520738370.73,416440912.62,39055377.8,29.96
villa,الياسمين,1517.9526164414033,2,26727277.74,45231344.88,18504067.14,1596400.41,4.78
hotel,النرجس,6992.731965702674,13,174778807.9,951570965.89,776792157.99,71367822.44,32.67
administrative_building,حطين,3889.5245761065944,7,60955444.31,134921773.26,73966328.95,8673542.57,11.38
administrative_building,العارض,6260.699749961663,8,70638704.9,191712017.39,121073312.5,12324343.98,13.96
administrative_building,حطين,6163.424944098901,11,111860069.29,345820528.48,233960459.19,22231319.69,15.9
villa,الياسمين,1203.752639806709,2,21288161.95,35868939.66,14580777.71,1265962.58,4.76
hotel,الملقا,8581.553979326007,11,210097363.71,1036994982.86,826897619.15,77774623.71,29.61
administrative_building,الياسمين,4524.582623257024,5,57328528.16,99558011.13,42229482.97,6400157.86,8.93
villa,العارض,1297.1277872553892,2,18079263.76,32784580.54,14705316.78,1157102.84,5.12
residential_compound,الياسمين,13055.190315831025,5,119591666.82,131904420.88,12312754.05,7102545.74,4.75
administrative_building,القيروان,6136.440326413086,8,76609360.89,202361392.64,125752031.75,13008946.67,13.58
administrative_building,العارض,4643.056220318531,5,43727927.03,85137400.38,41409473.35,5473118.6,10.01
villa,النرجس,1524.6314989211953,2,27269792.7,44619103.13,17349310.43,1574791.88,4.62
administrative_building,الملقا,5306.51784013797,7,77293684.84,173247194.44,95953509.6,11137319.64,11.53
villa,النرجس,900.030239219727,2,16282431.94,26339834.97,10057403.03,929641.23,4.57
residential_compound,العارض,4204.216150850848,4,29021852.96,32399371.34,3377518.38,1744581.53,4.81
villa,حطين,1268.7889087875587,2,26068116.86,40507354.7,14439237.84,1429671.34,4.39
hotel,الملقا,5636.226192556266,12,144061043.39,745334551.7,601273508.32,55900091.38,31.04
villa,الملقا,938.7382239196023,3,19277333.82,44320882.45,25043548.63,1564266.44,6.49
villa,القيروان,1271.495609268235,3,22104841.72,54811314.85,32706473.13,1934516.99,7.0
villa,الملقا,1497.3177461065384,2,28698396.6,45811559.43,17113162.83,1616878.57,4.51
administrative_building,الملقا,1940.9513237798171,8,29779715.45,73150573.49,43370858.04,4702536.87,12.63
residential_compound,العارض,4620.162634100614,6,34953374.55,50596325.04,15642950.49,2724417.5,6.24
tower,الياسمين,6421.010034887534,17,159578681.19,806663464.42,647084783.23,43022051.44,21.57
residential_compound,العارض,11753.774542158772,6,88227188.28,128717935.77,40490747.49,6930965.77,6.28
administrative_building,النرجس,3650.7530149512804,9,52805448.99,146240038.9,93434589.91,9401145.36,14.24
villa,حطين,1190.998460723854,2,24497449.92,38023816.86,13526366.94,1342017.07,4.38
administrative_building,القيروان,2522.68028220887,7,30169696.4,72065407.62,41895711.22,4632776.2,12.28
hotel,الياسمين,7667.233916827774,9,150651112.43,696307515.39,545656402.96,52223063.65,27.73
administrative_building,العارض,3635.4612062903484,8,41207155.58,111323275.33,70116119.74,7156496.27,13.89
tower,الياسمين,2915.8357479948754,12,59444646.77,255438145.91,195993499.14,13623367.78,18.33
tower,العارض,4354.352621889917,11,72612508.83,312615303.55,240002794.72,16672816.19,18.37
administrative_building,حطين,3573.3762570259682,11,65042349.22,200496781.72,135454432.5,12889078.82,15.85
tower,الملقا,7032.948161628496,15,171086904.77,846261465.51,675174560.74,45133944.83,21.1
hotel,الملقا,8534.707998021138,9,191030029.6,836742772.13,645712742.53,62755707.91,26.28
tower,الملقا,6410.372951743541,17,167648552.51,877600089.51,709951537.0,46805338.11,22.33
administrative_building,الياسمين,1874.0958540762185,10,29912660.92,87283765.49,57371104.57,5611099.21,15.01
hotel,القيروان,9683.862593958946,9,182555036.08,849468426.74,666913390.66,63710132.01,27.92
villa,الملقا,718.4377836396401,3,14858988.19,33919782.69,19060794.5,1197168.8,6.45
villa,العارض,863.5102237402813,2,12185967.45,21825005.03,9639037.58,770294.3,5.06
administrative_building,الملقا,4421.983190739298,8,67270588.0,166655702.49,99385114.5,10713580.87,12.74
hotel,حطين,8252.69027530081,12,220631776.55,1148774486.32,928142709.78,86158086.47,31.24
villa,الملقا,1640.9428232496841,3,33360749.26,77474243.75,44113494.49,2734385.07,6.56
tower,حطين,7838.1184382683205,11,170713527.78,723507320.09,552793792.32,38587057.07,18.08
villa,الملقا,1037.1033785712125,3,21250145.36,48965021.09,27714875.73,1728177.21,6.51
residential_compound,القيروان,14176.4746822377,6,118369916.41,164206106.24,45836189.84,8841867.26,5.98
tower,العارض,5229.088971180406,13,96626018.9,446792970.78,350166951.88,23828958.44,19.73
villa,حطين,1595.117567040425,3,34555208.7,78585062.06,44029853.36,2773590.43,6.42
administrative_building,العارض,6855.499094030435,5,64350107.06,125705859.14,61355752.08,8081090.94,10.05
tower,العارض,7217.42097722322,15,146332121.5,715201309.96,568869188.46,38144069.86,20.85
administrative_building,القيروان,2785.4135354528403,6,31510146.33,67287234.78,35777088.44,4325607.95,10.98
residential_compound,الملقا,14475.238233704204,6,146186698.54,182909110.32,36722411.78,9848952.09,5.39
residential_compound,القيروان,8536.317879143062,7,74801328.73,115965878.39,41164549.66,6244316.53,6.68
villa,القيروان,1909.3732455227962,3,32968535.74,82308784.52,49340248.78,2905015.92,7.05
administrative_building,الملقا,6595.536781020927,8,100115156.3,248572590.2,148457433.91,15979666.51,12.77
administrative_building,الملقا,3530.748699713721,8,53803143.6,133066856.99,79263713.39,8554297.95,12.72
villa,العارض,1049.7531130611405,3,15966400.76,40942733.35,24976332.59,1445037.65,7.24
administrative_building,العارض,1986.1501965257357,9,23968004.48,68952183.3,44984178.82,4432640.35,14.8
residential_compound,الياسمين,7363.295817242109,7,73420261.55,105486575.88,32066314.33,5680046.39,6.19
villa,النرجس,1505.0016597495617,3,28715436.17,67966627.46,39251191.28,2398822.15,6.68
administrative_building,الملقا,2494.9345132744156,5,33435529.2,56305682.1,22870152.9,3619650.99,8.66
tower,النرجس,3018.866882885817,13,63823563.04,294792351.11,230968788.07,15722258.73,19.71
tower,الياسمين,7860.031670994023,15,180935977.25,867894872.07,686958894.83,46287726.51,20.47
hotel,القيروان,8961.391516736689,10,178378428.56,877499457.32,699121028.75,65812459.3,29.52
administrative_building,النرجس,4594.656778922756,10,69236606.64,205760217.2,136523610.56,13227442.53,15.28
villa,القيروان,1709.029862954716,3,29556487.6,73672432.07,44115944.48,2600203.48,7.04
administrative_building,الياسمين,5381.460720750894,5,68100342.72,118412585.41,50312242.69,7612237.63,8.94
hotel,الياسمين,7369.798121905663,11,160300921.26,824945722.57,664644801.31,61870929.19,30.88
hotel,حطين,3820.408640941759,10,94355644.39,440111075.44,345755431.04,33008330.66,27.99
tower,القيروان,6219.284933349264,14,128271853.59,614834621.46,486562767.87,32791179.81,20.45
villa,حطين,1019.6105948319954,2,21036957.52,32552087.85,11515130.33,1148897.22,4.37
tower,حطين,4426.628244849239,19,128833285.67,719354756.21,590521470.54,38365587.0,23.82
administrative_building,حطين,4532.0820342347215,10,79516703.17,230019025.52,150502322.36,14786937.36,14.88
villa,الملقا,1909.5698835345847,3,38748333.58,90157000.3,51408666.72,3182011.78,6.57
tower,حطين,5261.387985015887,13,124316226.64,577996353.83,453680127.19,30826472.2,19.84
villa,الياسمين,1219.092396816847,3,23004428.43,56055818.95,33051390.52,1978440.67,6.88
administrative_building,الياسمين,3169.036677416165,8,46277439.39,116448787.94,70171348.55,7485993.51,12.94
residential_compound,العارض,10697.457916422976,4,73149924.0,82438889.69,9288965.69,4439017.14,4.85
residential_compound,القيروان,6694.685263570991,7,58760708.65,90947299.31,32186590.66,4897162.27,6.67
residential_compound,النرجس,5135.467487048526,5,45210734.62,50992110.87,5781376.25,2745729.05,4.86
residential_compound,الياسمين,12381.18676321146,5,113440710.4,125094558.58,11653848.18,6735860.85,4.75
hotel,القيروان,4333.04940058272,12,95582099.59,512686405.08,417104305.49,38451480.38,32.18
residential_compound,حطين,13198.469938712635,7,149592710.31,208641412.79,59048702.48,11234537.61,6.01
tower,القيروان,6867.560193229178,15,147845010.65,729141742.39,581296731.74,38887559.59,21.04
residential_compound,النرجس,10881.8107758289,7,103827202.37,153205013.91,49377811.54,8249500.75,6.36
hotel,حطين,3645.921045115571,10,90066739.29,420010104.4,329943365.11,31500757.83,27.98
residential_compound,الياسمين,4504.851496731401,5,41561274.76,45515217.58,3953942.82,2450819.41,4.72
tower,القيروان,7967.617828305771,13,156953933.19,729410513.38,572456580.18,38901894.05,19.83
villa,حطين,1099.3124341408106,3,23954399.15,54158726.38,30204327.23,1911484.46,6.38
residential_compound,حطين,8153.485015613501,7,92584380.68,128890291.13,36305910.45,6940246.45,6.0
villa,حطين,724.1373160321925,2,15071056.55,23118807.95,8047751.4,815957.93,4.33
residential_compound,الملقا,8615.700462173041,6,87192872.25,108867991.04,21675118.79,5862122.59,5.38
hotel,الياسمين,7264.536031799851,10,150390023.7,736449604.76,586059581.06,55233720.36,29.38
residential_compound,الياسمين,13332.221986181115,4,118386835.69,114598447.3,-3788388.39,6170685.62,4.17
villa,النرجس,1761.8208976301871,2,31442191.41,51560569.48,20118378.07,1819784.81,4.63
administrative_building,حطين,4880.219827090656,8,79441238.12,195421082.65,115979844.52,12562783.88,12.65
hotel,الملقا,9221.279805643782,9,206361178.06,904054272.15,697693094.09,67804070.41,26.29
residential_compound,القيروان,8293.275210631291,7,72684427.08,112664143.74,39979716.65,6066530.82,6.68
villa,الياسمين,816.7174208115075,3,15560089.0,37553973.76,21993884.75,1325434.37,6.81
administrative_building,القيروان,5795.6516451710795,10,79682353.64,242240851.81,162558498.17,15572626.19,15.63
hotel,القيروان,4202.4252599858055,9,79476607.01,368636743.81,289160136.79,27647755.79,27.83
hotel,الياسمين,3306.291659079772,10,68691859.84,335178623.23,266486763.39,25138396.74,29.28
administrative_building,النرجس,1613.057461317511,7,21550404.65,49371656.25,27821251.6,3173892.19,11.78
villa,الياسمين,1865.1972792927227,3,34958014.86,85764755.22,50806740.35,3026991.36,6.93
villa,العارض,1765.6888593453345,3,26548647.03,68865838.31,42317191.28,2430559.0,7.32
tower,الملقا,3171.507187124863,18,86056907.75,460473110.69,374416202.94,24558565.9,22.83
residential_compound,حطين,13120.672533332883,6,143570295.99,176845672.67,33275376.68,9522459.3,5.31
residential_compound,حطين,12047.283560435313,7,136584304.23,190443458.52,53859154.29,10254647.77,6.01
residential_compound,الملقا,13001.761160756347,4,122614547.87,115611660.24,-7002887.63,6225243.24,4.06
residential_compound,الياسمين,7174.862409249664,6,68740340.41,87639509.36,18899168.95,4719050.5,5.49
tower,الياسمين,5637.378316619492,16,135028313.86,665344529.1,530316215.23,35485041.55,21.02
tower,حطين,3711.6197218088546,15,94585955.19,472883550.18,378297594.99,25220456.01,21.33
hotel,الياسمين,3476.5399984231635,13,83156886.56,462574506.03,379417619.47,34693087.95,33.38
villa,الملقا,629.3302555345165,2,12322944.6,19254831.17,6931886.56,679582.28,4.41
tower,القيروان,2444.1673854177534,19,61804711.79,330993730.15,269189018.35,17652998.94,22.85
residential_compound,النرجس,12368.209773773306,6,113099654.62,148470463.77,35370809.15,7994563.43,5.65
hotel,الملقا,4102.217158002255,9,92052509.14,402181370.17,310128861.03,30163602.76,26.21
hotel,القيروان,9535.629579836039,9,179767514.25,836465426.74,656697912.49,62734907.01,27.92
villa,النرجس,994.0035265964557,3,19118380.23,44889696.26,25771316.03,1584342.22,6.63
tower,الياسمين,6251.276161796729,17,155372251.48,785340010.11,629967758.63,41884800.54,21.57
residential_compound,حطين,11518.192363897375,4,118350217.04,109247750.93,-9102466.1,5882571.2,3.98
administrative_building,حطين,5479.288189872994,9,92589710.2,248751464.89,156161754.69,15991165.6,13.82
tower,النرجس,3029.314953081007,18,77826277.19,413955888.34,336129611.15,22077647.38,22.69
tower,حطين,4610.538888834015,16,121580382.96,627868949.06,506288566.1,33486343.95,22.03
hotel,حطين,3928.3408777417094,9,92883860.85,405404778.58,312520917.73,30405358.39,26.19
tower,حطين,3894.593011495943,19,113402933.82,632895705.57,519492771.76,33754437.63,23.81
villa,حطين,1946.2000382755325,2,39745724.97,62134382.42,22388657.45,2192978.2,4.41
tower,حطين,3286.1884711135745,18,92767249.62,505189861.4,412422611.78,26943459.27,23.24
administrative_building,العارض,2169.6625453092183,8,24774086.8,66438321.63,41664234.84,4271034.96,13.79
villa,الياسمين,900.2720903200429,3,17105933.94,41395951.15,24290017.21,1461033.57,6.83
tower,العارض,6901.720724770801,16,146231596.01,731021632.02,584790036.01,38987820.37,21.33
hotel,النرجس,8589.94081349756,9,178519473.06,797833702.76,619314229.69,59837527.71,26.82
hotel,العارض,4610.93804173879,10,85660135.01,424944049.93,339283914.92,31870803.74,29.76
administrative_building,النرجس,3322.8556095674694,10,50196471.33,148805781.34,98609310.0,9566085.94,15.25
administrative_building,حطين,2827.6217954449685,5,40873681.19,67802129.22,26928448.03,4358708.31,8.53
hotel,حطين,6719.564012000048,8,151505798.99,612824237.89,461318438.9,45961817.84,24.27
administrative_building,العارض,2636.7238617647904,9,31671447.25,91537823.95,59866376.7,5884574.4,14.86
hotel,القيروان,9593.760967516402,11,201007573.03,1037277435.81,836269862.78,77795807.69,30.96
administrative_building,النرجس,2823.080035761933,5,33821629.1,59729315.86,25907686.75,3839741.73,9.08
tower,الملقا,7223.3154884129035,15,175705692.04,869168009.0,693462316.97,46355627.15,21.11
villa,الملقا,632.6291579667204,3,13138010.39,29868478.59,16730468.2,1054181.6,6.42
administrative_building,العارض,6196.601853605734,10,77727821.72,240499412.84,162771591.12,15460676.54,15.91
hotel,القيروان,9692.949582512432,8,172548319.84,751397451.64,578849131.8,56354808.87,26.13
tower,الياسمين,3285.2250435209344,15,75886980.06,362750442.77,286863462.71,19346690.28,20.4
hotel,الياسمين,9039.440052701897,9,177532630.63,820925787.83,643393157.19,61569434.09,27.74
villa,الملقا,1259.0039890860662,3,25700584.01,59441670.09,33741086.08,2097941.3,6.53
administrative_building,العارض,4349.855898299165,6,43735416.04,97573792.58,53838376.54,6272600.95,11.47
residential_compound,العارض,5919.307753530042,5,42335021.66,53619457.35,11284435.69,2887201.55,5.46
villa,النرجس,1791.269655307439,3,34091835.4,80894633.27,46802797.87,2855104.7,6.7
residential_compound,الياسمين,10608.452211118503,5,97262734.88,107183557.76,9920822.88,5771422.34,4.75
villa,الملقا,1865.6274215381447,3,37867023.57,88082333.86,50215310.29,3108788.25,6.57
administrative_building,الياسمين,6131.593976578085,11,100707693.11,315702284.35,214994591.24,20295146.85,16.12
hotel,القيروان,3113.6427196718096,13,72079350.77,400165362.33,328086011.57,30012402.17,33.31
residential_compound,القيروان,4068.253705498812,6,34289734.32,47122582.67,12832848.35,2537369.84,5.92
administrative_building,العارض,6639.4029113283805,7,70701522.2,176120121.33,105418599.12,11322007.8,12.81
administrative_building,الياسمين,3456.789692482519,11,56971968.26,177982496.33,121010528.07,11441731.91,16.07
hotel,الياسمين,7151.81672596774,10,148063497.22,725022572.41,576959075.19,54376692.93,29.38
administrative_building,القيروان,6579.899492492165,5,69677122.56,129933275.28,60256152.72,8352853.41,9.59
residential_compound,الياسمين,4539.09019767966,6,43653060.5,55444078.95,11791018.45,2985450.4,5.47
villa,حطين,517.2101297831947,2,10892989.73,16512450.6,5619460.87,582792.37,4.28
residential_compound,النرجس,11710.611635076408,7,111700810.53,164873701.21,53172890.68,8877814.68,6.36
administrative_building,الملقا,3252.120301978345,5,43446282.51,73393850.98,29947568.46,4718176.13,8.69
tower,القيروان,4678.810644454334,19,117899844.2,633613310.24,515713466.04,33792709.88,22.93
administrative_building,النرجس,3349.1645799083035,10,50590342.93,149983962.8,99393619.87,9641826.18,15.25
administrative_building,العارض,4043.816836688604,8,45785230.56,123827737.26,78042506.71,7960354.54,13.91
administrative_building,النرجس,2154.7317613663217,6,27278565.16,55769844.81,28491279.65,3585204.31,10.51
hotel,القيروان,5570.167178963709,8,99348318.26,431799359.71,332451041.45,32384951.98,26.08
hotel,حطين,3244.656968625245,11,83610558.11,412720366.41,329109808.3,30954027.48,29.62
residential_compound,الياسمين,4339.190053275931,5,40049448.43,43841440.62,3791992.2,2360692.96,4.72
villa,حطين,1022.7668854159762,3,22317778.78,50387633.38,28069854.6,1778387.06,6.37
tower,العارض,6086.612240060615,17,134553284.18,686227488.74,551674204.56,36598799.4,21.76
residential_compound,حطين,6178.477236890461,7,70266792.78,97669368.16,27402575.38,5259119.82,5.99
hotel,حطين,9017.122750227252,13,250494813.86,1363388959.83,1112894145.97,102254171.99,32.66
administrative_building,حطين,5756.586495628292,7,89999459.53,199687350.65,109687891.13,12837043.97,11.41
villa,القيروان,724.3735107038835,2,11924800.78,20235555.11,8310754.33,714196.06,4.79
tower,العارض,4937.46204167947,17,109234632.43,556667986.06,447433353.63,29688959.26,21.74
hotel,الملقا,6249.646174304786,9,140004599.07,612715310.93,472710711.86,45953648.32,26.26
tower,حطين,3675.2119111051124,17,100351447.77,532744936.59,432393488.82,28413063.28,22.65
administrative_building,القيروان,5064.7505682952215,8,63308619.3,167020279.49,103711660.19,10737017.97,13.57
residential_compound,العارض,5083.156258743231,7,40403608.19,65288058.99,24884450.79,3515510.87,6.96
administrative_building,حطين,5978.7313522596905,9,100988346.42,271425435.3,170437088.88,17448777.98,13.82
hotel,حطين,5946.373223368757,11,152855545.71,756378674.01,603523128.3,56728400.55,29.69
administrative_building,القيروان,3518.082853928609,11,50762102.89,162560054.43,111797951.54,10450289.21,16.47
tower,حطين,5439.545262848696,13,128510494.35,597568044.28,469057549.93,31870295.7,19.84
hotel,العارض,3329.9544232615262,11,65484009.89,338856162.11,273372152.22,25414212.16,31.05
administrative_building,العارض,4707.035200495191,6,47289707.28,105585860.1,58296152.82,6787662.43,11.48
tower,الملقا,7069.830223410512,10,139814028.28,557743324.97,417929296.69,29746310.66,17.02
tower,النرجس,2513.5658840680694,12,50928686.87,225843894.68,174915207.82,12045007.72,18.92
administrative_building,العارض,6613.494517097573,5,62094382.39,121268342.21,59173959.82,7795822.0,10.04
residential_compound,العارض,4159.391852002629,7,33142819.96,53423228.95,20280408.99,2876635.4,6.94
residential_compound,العارض,13713.182292158745,4,93644786.86,105679268.02,12034481.16,5690422.12,4.86
villa,الياسمين,844.2176479659207,2,15064251.7,25155659.79,10091408.08,887846.82,4.71
residential_compound,حطين,10901.529142990421,6,119363879.89,146935170.4,27571290.51,7911893.79,5.3
villa,الياسمين,1116.0596866773458,3,21098220.26,51318210.09,30219989.83,1811230.94,6.87
hotel,حطين,6999.093414741475,11,179836764.22,890284682.36,710447918.14,66771351.18,29.7
villa,النرجس,641.9467332336294,3,12506401.6,28990635.45,16484233.85,1023198.9,6.55
administrative_building,الملقا,3498.4430151621536,7,51110953.3,114217167.56,63106214.26,7342532.2,11.49
hotel,الملقا,5539.364996893328,11,135776686.87,669376866.22,533600179.35,50203264.97,29.58
hotel,الياسمين,9165.586706992526,9,180003843.59,832381922.38,652378078.79,62428644.18,27.75
administrative_building,حطين,4381.890841776246,9,74135876.4,198931271.38,124795394.99,12788438.87,13.8
villa,الملقا,1455.6697404803845,2,27912665.32,44537307.46,16624642.14,1571904.97,4.51
residential_compound,الملقا,10702.980395793787,4,101015203.8,95170901.68,-5844302.12,5124587.01,4.06
administrative_building,النرجس,5117.103306763031,10,77058153.61,229156678.84,152098525.23,14731500.78,15.29
villa,العارض,1466.5143891530852,2,20381397.06,37065784.56,16684387.49,1308204.16,5.13
residential_compound,النرجس,4282.56238926988,6,39455578.24,51408735.43,11953157.19,2768162.68,5.61
hotel,النرجس,7417.555810238329,11,169792799.15,849161789.16,679368990.01,63687134.19,30.01
administrative_building,القيروان,2487.6509791106773,11,36025896.65,114946888.79,78920992.14,7389442.85,16.41
villa,النرجس,1134.7173640000246,2,20410813.15,33208071.02,12797257.87,1172049.57,4.59
residential_compound,النرجس,11639.604112423513,4,98641700.29,98324391.78,-317308.51,5294390.33,4.29
hotel,الملقا,9199.648486040216,14,254176305.24,1426313501.28,1172137196.03,106973512.6,33.67
villa,القيروان,591.1763557176384,2,9814824.65,16514659.29,6699834.64,582870.33,4.75
tower,الملقا,7461.4489709066565,16,188273324.22,959658922.8,771385598.58,51181809.22,21.75
administrative_building,القيروان,4498.140617822718,6,50608766.03,108661582.9,58052816.88,6985387.47,11.04
administrative_building,حطين,2252.7158282544433,8,36912458.4,90206626.27,53294167.87,5798997.4,12.57
administrative_building,القيروان,3708.8926532635187,7,44144464.35,105951936.43,61807472.08,6811195.91,12.34
villa,حطين,1000.9788190353665,2,20660763.34,31957249.78,11296486.44,1127902.93,4.37
residential_compound,الياسمين,11447.501977786687,5,104919903.05,115660980.98,10741077.93,6227898.98,4.75
hotel,الياسمين,6581.8696112943635,12,150121714.96,806252699.91,656130984.94,60468952.49,32.22
hotel,القيروان,6916.576797179638,12,152303443.58,818369366.64,666065923.06,61377702.5,32.24
hotel,حطين,5122.815437533341,11,131747759.66,651622123.65,519874363.99,48871659.27,29.68
tower,حطين,3701.426173600026,12,84222527.87,374144784.41,289922256.54,19954388.5,18.95
tower,الملقا,2752.6067495033126,16,69739993.4,354028237.47,284288244.06,18881506.0,21.66
residential_compound,النرجس,10069.676744820954,7,96111929.08,141770978.89,45659049.81,7633821.94,6.35
hotel,الملقا,4625.177497767341,8,98873777.15,400725378.41,301851601.25,30054403.38,24.32
residential_compound,النرجس,11446.896136711775,4,97016015.81,96696510.43,-319505.38,5206735.18,4.29
tower,الملقا,3171.3472322463317,10,62965182.32,250189565.24,187224382.93,13343443.48,16.95
administrative_building,القيروان,6401.266983313926,10,87961720.93,267553756.1,179592035.17,17199884.32,15.64
residential_compound,الملقا,5158.5930585747365,6,52386714.91,65183981.89,12797266.97,3509906.72,5.36
tower,العارض,5814.693447149802,11,96814007.15,417458647.67,320644640.52,22264461.21,18.4
hotel,حطين,6141.230917459325,11,157849748.41,781164572.7,623314824.29,58587342.95,29.69
hotel,الياسمين,3837.5668724547686,8,71598489.82,307987766.92,236389277.1,23099082.52,25.81
hotel,العارض,9121.981368151952,12,188180376.56,1015823845.16,827643468.6,76186788.39,32.39
villa,الملقا,1149.6994352638926,3,23508371.87,54281046.86,30772674.99,1915801.65,6.52
hotel,القيروان,3624.9672420044467,9,68617508.99,317982126.47,249364617.48,23848659.49,27.8
villa,العارض,1367.2707515810528,2,19032576.78,34557426.43,15524849.64,1219673.87,5.13
residential_compound,القيروان,11991.73227423414,7,104897988.11,162907682.95,58009694.84,8771952.16,6.69
tower,القيروان,6643.311644306364,19,167213730.55,899649719.08,732435988.53,47981318.35,22.96
tower,النرجس,5884.586708899838,15,134692134.3,666429444.78,531737310.49,35542903.72,21.11
tower,حطين,6941.390853677091,11,151234362.82,640733759.49,489499396.67,34172467.17,18.08
residential_compound,النرجس,9991.224759990513,7,95366635.22,140666453.4,45299818.18,7574347.49,6.35
residential_compound,العارض,11956.674796072748,7,94429463.9,153571531.08,59142067.18,8269236.29,7.01
residential_compound,العارض,4579.263646355349,5,32852869.56,41480801.81,8627932.25,2233581.64,5.44
tower,الملقا,2174.0558964712377,14,51219640.32,243582581.43,192362941.1,12991071.01,20.29
administrative_building,النرجس,4851.705362123284,9,70028306.6,194347187.54,124318880.95,12493747.77,14.27
residential_compound,الياسمين,14288.242156210204,5,130844497.92,144362683.45,13518185.53,7773375.26,4.75
hotel,النرجس,3759.464541103429,8,74436262.17,308576849.53,234140587.36,23143263.72,24.87
administrative_building,الملقا,2317.667346186549,8,35472271.27,87348246.94,51875975.67,5615244.45,12.66
tower,النرجس,4854.7804480449395,15,111199678.97,549803885.74,438604206.77,29322873.91,21.1
residential_compound,النرجس,14264.717319518244,5,124781276.16,141640084.15,16858808.0,7626773.76,4.89
hotel,النرجس,3649.4906938742524,8,72271976.86,299550196.15,227278219.3,22466264.71,24.87
residential_compound,القيروان,11123.457067939531,4,85499952.74,90667298.56,5167345.82,4882085.31,4.57
residential_compound,الملقا,9857.424575833576,6,99694550.63,124558416.94,24863866.31,6706991.68,5.38
villa,الياسمين,505.7088260858527,2,9204325.49,15068909.32,5864583.83,531843.86,4.62
administrative_building,النرجس,1752.4304710031186,8,24477574.19,61917749.62,37440175.43,3980426.76,13.01
